index,date,discharge_m3_s
6158,2016-09-11,0.55
6159,2016-09-12,0.55
6160,2016-09-13,0.55
6161,2016-09-14,0.72
6162,2016-09-15,0.54
6163,2016-09-16,0.58
6164,2016-09-17,2.61
6165,2016-09-18,1.5
6166,2016-09-19,1.32
6167,2016-09-20,1.28
6168,2016-09-21,1.22
6169,2016-09-22,1.2
6170,2016-09-23,1.1
6171,2016-09-24,1.02
6172,2016-09-25,1.02
6173,2016-09-26,1.0
6174,2016-09-27,0.99
6175,2016-09-28,0.9
6176,2016-09-29,0.81
6177,2016-09-30,0.79
6178,2016-10-01,0.79
6179,2016-10-02,0.86
6180,2016-10-03,0.91
6181,2016-10-04,1.13
6182,2016-10-05,1.05
6183,2016-10-06,3.75
6184,2016-10-07,5.25
6185,2016-10-08,5.53
6186,2016-10-09,5.61
6187,2016-10-10,5.32
6188,2016-10-11,5.54
6189,2016-10-12,5.61
6190,2016-10-13,5.5
6191,2016-10-14,4.92
6192,2016-10-15,4.49
6193,2016-10-16,4.3
6194,2016-10-17,2.88
6195,2016-10-18,1.52
6196,2016-10-19,1.93
6197,2016-10-20,1.69
6198,2016-10-21,2.35
6199,2016-10-22,2.22
6200,2016-10-23,2.06
6201,2016-10-24,1.68
6202,2016-10-25,2.07
6203,2016-10-26,1.91
6204,2016-10-27,1.78
6205,2016-10-28,1.66
6206,2016-10-29,1.74
6207,2016-10-30,1.63
6208,2016-10-31,1.54
6209,2016-11-01,1.5
6210,2016-11-02,1.75
6211,2016-11-03,1.58
6212,2016-11-04,1.48
6213,2016-11-05,1.56
6214,2016-11-06,1.47
6215,2016-11-07,1.36
6216,2016-11-08,1.22
6217,2016-11-09,1.21
6218,2016-11-10,1.24
6219,2016-11-11,1.16
6220,2016-11-12,1.04
6221,2016-11-13,1.03
6222,2016-11-14,1.03
6223,2016-11-15,1.05
6224,2016-11-16,1.27
6225,2016-11-17,1.31
6226,2016-11-18,1.35
6227,2016-11-19,1.34
6228,2016-11-20,1.36
6229,2016-11-21,1.32
6230,2016-11-22,1.36
6231,2016-11-23,1.42
6232,2016-11-24,1.4
6233,2016-11-25,1.33
6234,2016-11-26,1.26
6235,2016-11-27,1.27
6236,2016-11-28,1.26
6237,2016-11-29,1.39
6238,2016-11-30,1.49
6239,2016-12-01,3.25
6240,2016-12-02,7.13
6241,2016-12-03,5.7
6242,2016-12-04,4.92
6243,2016-12-05,4.99
6244,2016-12-06,5.8
6245,2016-12-07,5.51
6246,2016-12-08,4.98
6247,2016-12-09,5.3
6248,2016-12-10,6.49
6249,2016-12-11,6.51
6250,2016-12-12,9.7
6251,2016-12-13,13.1
6252,2016-12-14,12.6
6253,2016-12-15,11.2
6254,2016-12-16,10.2
6255,2016-12-17,9.9
6256,2016-12-18,9.86
6257,2016-12-19,9.91
6258,2016-12-20,9.48
6259,2016-12-21,6.92
6260,2016-12-22,4.92
6261,2016-12-23,4.88
6262,2016-12-24,5.32
6263,2016-12-25,5.36
6264,2016-12-26,5.37
6265,2016-12-27,5.53
6266,2016-12-28,7.63
6267,2016-12-29,9.71
6268,2016-12-30,9.32
6269,2016-12-31,8.54
6270,2017-01-01,8.28
6271,2017-01-02,9.44
6272,2017-01-03,10.8
6273,2017-01-04,11.3
6274,2017-01-05,10.7
6275,2017-01-06,8.56
6276,2017-01-07,6.65
6277,2017-01-08,6.51
6278,2017-01-09,5.99
6279,2017-01-10,5.35
6280,2017-01-11,5.07
6281,2017-01-12,5.19
6282,2017-01-13,4.84
6283,2017-01-14,4.14
6284,2017-01-15,3.98
6285,2017-01-16,3.88
6286,2017-01-17,3.7
6287,2017-01-18,3.55
6288,2017-01-19,3.04
6289,2017-01-20,2.44
6290,2017-01-21,1.42
6291,2017-01-22,1.4
6292,2017-01-23,1.81
6293,2017-01-24,2.46
6294,2017-01-25,1.49
6295,2017-01-26,1.18
6296,2017-01-27,1.27
6297,2017-01-28,1.79
6298,2017-01-29,2.04
6299,2017-01-30,1.7
6300,2017-01-31,1.22
6301,2017-02-01,1.18
6302,2017-02-02,1.18
6303,2017-02-03,1.25
6304,2017-02-04,1.59
6305,2017-02-05,1.97
6306,2017-02-06,2.41
6307,2017-02-07,2.23
6308,2017-02-08,2.06
6309,2017-02-09,2.19
6310,2017-02-10,2.57
6311,2017-02-11,2.69
6312,2017-02-12,2.62
6313,2017-02-13,2.98
6314,2017-02-14,3.37
6315,2017-02-15,3.31
6316,2017-02-16,3.25
6317,2017-02-17,5.14
6318,2017-02-18,9.37
6319,2017-02-19,9.25
6320,2017-02-20,12.1
6321,2017-02-21,18.3
6322,2017-02-22,18.4
6323,2017-02-23,27.0
6324,2017-02-24,28.8
6325,2017-02-25,27.2
6326,2017-02-26,25.8
6327,2017-02-27,18.2
6328,2017-02-28,9.48
6329,2017-03-01,7.26
6330,2017-03-02,7.05
6331,2017-03-03,6.3
6332,2017-03-04,5.08
6333,2017-03-05,4.7
6334,2017-03-06,4.58
6335,2017-03-07,4.6
6336,2017-03-08,3.85
6337,2017-03-09,4.54
6338,2017-03-10,9.13
6339,2017-03-11,8.58
6340,2017-03-12,7.99
6341,2017-03-13,8.07
6342,2017-03-14,9.18
6343,2017-03-15,9.63
6344,2017-03-16,9.43
6345,2017-03-17,9.44
6346,2017-03-18,10.7
6347,2017-03-19,10.5
6348,2017-03-20,10.2
6349,2017-03-21,9.8
6350,2017-03-22,9.53
6351,2017-03-23,9.15
6352,2017-03-24,8.42
6353,2017-03-25,7.8
6354,2017-03-26,7.57
6355,2017-03-27,6.09
6356,2017-03-28,3.8
6357,2017-03-29,2.8
6358,2017-03-30,2.14
6359,2017-03-31,1.52
6360,2017-04-01,1.38
6361,2017-04-02,1.33
6362,2017-04-03,1.28
6363,2017-04-04,1.3
6364,2017-04-05,1.17
6365,2017-04-06,1.12
6366,2017-04-07,1.25
6367,2017-04-08,1.05
6368,2017-04-09,0.91
6369,2017-04-10,1.01
6370,2017-04-11,1.2
6371,2017-04-12,1.31
6372,2017-04-13,1.52
6373,2017-04-14,1.44
6374,2017-04-15,1.49
6375,2017-04-16,1.51
6376,2017-04-17,2.41
6377,2017-04-18,3.42
6378,2017-04-19,4.01
6379,2017-04-20,3.58
6380,2017-04-21,2.7
6381,2017-04-22,2.3
6382,2017-04-23,2.35
6383,2017-04-24,2.64
6384,2017-04-25,3.1
6385,2017-04-26,2.83
6386,2017-04-27,2.5
6387,2017-04-28,2.67
6388,2017-04-29,2.99
6389,2017-04-30,2.97
6390,2017-05-01,2.95
6391,2017-05-02,1.78
6392,2017-05-03,0.69
6393,2017-05-04,0.67
6394,2017-05-05,0.68
6395,2017-05-06,0.67
6396,2017-05-07,0.66
6397,2017-05-08,0.68
6398,2017-05-09,0.78
6399,2017-05-10,0.98
6400,2017-05-11,1.02
6401,2017-05-12,1.05
6402,2017-05-13,1.08
6403,2017-05-14,1.08
6404,2017-05-15,1.06
6405,2017-05-16,0.92
6406,2017-05-17,0.84
6407,2017-05-18,0.81
6408,2017-05-19,0.8
6409,2017-05-20,0.76
6410,2017-05-21,0.75
6411,2017-05-22,0.73
6412,2017-05-23,0.68
6413,2017-05-24,0.64
6414,2017-05-25,0.63
6415,2017-05-26,0.61
6416,2017-05-27,0.6
6417,2017-05-28,0.58
6418,2017-05-29,0.57
6419,2017-05-30,0.52
6420,2017-05-31,0.41
6421,2017-06-01,0.4
6422,2017-06-02,0.45
6423,2017-06-03,0.67
6424,2017-06-04,0.87
6425,2017-06-05,0.64
6426,2017-06-06,0.6
6427,2017-06-07,0.53
6428,2017-06-08,0.41
6429,2017-06-09,0.38
6430,2017-06-10,0.38
6431,2017-06-11,0.39
6432,2017-06-12,0.39
6433,2017-06-13,0.44
6434,2017-06-14,0.55
6435,2017-06-15,0.5
6436,2017-06-16,0.42
6437,2017-06-17,0.4
6438,2017-06-18,0.39
6439,2017-06-19,0.38
6440,2017-06-20,0.38
6441,2017-06-21,0.37
6442,2017-06-22,0.66
6443,2017-06-23,1.33
6444,2017-06-24,0.49
6445,2017-06-25,0.45
6446,2017-06-26,0.46
6447,2017-06-27,0.5
6448,2017-06-28,0.64
6449,2017-06-29,0.84
6450,2017-06-30,0.74
6451,2017-07-01,0.4
6452,2017-07-02,0.56
6453,2017-07-03,0.4
6454,2017-07-04,0.41
6455,2017-07-05,0.39
6456,2017-07-06,0.39
6457,2017-07-07,0.39
6458,2017-07-08,0.38
6459,2017-07-09,0.37
6460,2017-07-10,0.49
6461,2017-07-11,0.47
6462,2017-07-12,0.52
6463,2017-07-13,0.58
6464,2017-07-14,0.6
6465,2017-07-15,0.7
6466,2017-07-16,0.57
6467,2017-07-17,0.56
6468,2017-07-18,0.53
6469,2017-07-19,0.48
6470,2017-07-20,0.48
6471,2017-07-21,0.47
6472,2017-07-22,0.4
6473,2017-07-23,0.46
6474,2017-07-24,0.42
6475,2017-07-25,0.52
6476,2017-07-26,1.2
6477,2017-07-27,0.95
6478,2017-07-28,0.56
6479,2017-07-29,0.41
6480,2017-07-30,0.38
6481,2017-07-31,0.38
6482,2017-08-01,0.57
6483,2017-08-02,0.97
6484,2017-08-03,0.58
6485,2017-08-04,0.54
6486,2017-08-05,0.58
6487,2017-08-06,0.56
6488,2017-08-07,0.47
6489,2017-08-08,0.36
6490,2017-08-09,0.38
6491,2017-08-10,2.42
6492,2017-08-11,1.3
6493,2017-08-12,0.77
6494,2017-08-13,0.66
6495,2017-08-14,0.56
6496,2017-08-15,0.41
6497,2017-08-16,0.47
6498,2017-08-17,0.44
6499,2017-08-18,0.62
6500,2017-08-19,0.72
6501,2017-08-20,0.44
6502,2017-08-21,0.42
6503,2017-08-22,0.41
6504,2017-08-23,0.39
6505,2017-08-24,0.38
6506,2017-08-25,0.38
6507,2017-08-26,0.47
6508,2017-08-27,0.46
6509,2017-08-28,0.47
6510,2017-08-29,0.57
6511,2017-08-30,0.5
6512,2017-08-31,0.45
6513,2017-09-01,0.98
6514,2017-09-02,0.73
6515,2017-09-03,0.63
6516,2017-09-04,0.6
6517,2017-09-05,0.61
6518,2017-09-06,0.69
6519,2017-09-07,0.73
6520,2017-09-08,1.73
6521,2017-09-09,2.67
6522,2017-09-10,2.81
6523,2017-09-11,2.63
6524,2017-09-12,2.58
6525,2017-09-13,2.78
6526,2017-09-14,2.82
6527,2017-09-15,1.77
6528,2017-09-16,0.95
6529,2017-09-17,0.94
6530,2017-09-18,0.83
6531,2017-09-19,0.79
6532,2017-09-20,0.74
6533,2017-09-21,0.66
6534,2017-09-22,0.53
6535,2017-09-23,0.51
6536,2017-09-24,0.53
6537,2017-09-25,0.6
6538,2017-09-26,0.57
6539,2017-09-27,0.52
6540,2017-09-28,0.49
6541,2017-09-29,0.5
6542,2017-09-30,0.49
6543,2017-10-01,0.49
6544,2017-10-02,0.5
6545,2017-10-03,0.69
6546,2017-10-04,0.64
6547,2017-10-05,0.88
6548,2017-10-06,0.83
6549,2017-10-07,0.85
6550,2017-10-08,0.93
6551,2017-10-09,0.85
6552,2017-10-10,0.9
6553,2017-10-11,0.88
6554,2017-10-12,0.9
6555,2017-10-13,0.84
6556,2017-10-14,0.77
6557,2017-10-15,0.76
6558,2017-10-16,0.8
6559,2017-10-17,0.88
6560,2017-10-18,1.01
6561,2017-10-19,1.09
6562,2017-10-20,1.11
6563,2017-10-21,1.09
6564,2017-10-22,1.46
6565,2017-10-23,1.05
6566,2017-10-24,0.83
6567,2017-10-25,0.85
6568,2017-10-26,0.9
6569,2017-10-27,1.34
6570,2017-10-28,1.35
6571,2017-10-29,2.58
6572,2017-10-30,2.44
6573,2017-10-31,1.81
6574,2017-11-01,1.61
6575,2017-11-02,1.51
6576,2017-11-03,1.44
6577,2017-11-04,1.42
6578,2017-11-05,1.76
6579,2017-11-06,2.86
6580,2017-11-07,1.53
6581,2017-11-08,1.42
6582,2017-11-09,1.38
6583,2017-11-10,1.36
6584,2017-11-11,1.38
6585,2017-11-12,1.35
6586,2017-11-13,1.55
6587,2017-11-14,1.41
6588,2017-11-15,1.38
6589,2017-11-16,1.37
6590,2017-11-17,1.38
6591,2017-11-18,1.35
6592,2017-11-19,1.38
6593,2017-11-20,1.75
6594,2017-11-21,4.62
6595,2017-11-22,6.61
6596,2017-11-23,6.03
6597,2017-11-24,5.6
6598,2017-11-25,6.71
6599,2017-11-26,6.77
6600,2017-11-27,7.14
6601,2017-11-28,9.23
6602,2017-11-29,9.33
6603,2017-11-30,9.88
6604,2017-12-01,9.28
6605,2017-12-02,8.57
6606,2017-12-03,8.32
6607,2017-12-04,8.8
6608,2017-12-05,10.5
6609,2017-12-06,10.8
6610,2017-12-07,10.6
6611,2017-12-08,10.6
6612,2017-12-09,10.3
6613,2017-12-10,10.0
6614,2017-12-11,9.66
6615,2017-12-12,8.84
6616,2017-12-13,8.32
6617,2017-12-14,6.91
6618,2017-12-15,5.62
6619,2017-12-16,5.38
6620,2017-12-17,5.46
6621,2017-12-18,5.04
6622,2017-12-19,4.35
6623,2017-12-20,3.83
6624,2017-12-21,3.83
6625,2017-12-22,4.77
6626,2017-12-23,5.03
6627,2017-12-24,4.98
6628,2017-12-25,4.76
6629,2017-12-26,4.76
6630,2017-12-27,6.27
6631,2017-12-28,9.36
6632,2017-12-29,9.35
6633,2017-12-30,8.99
6634,2017-12-31,9.3
6635,2018-01-01,9.39
6636,2018-01-02,9.53
6637,2018-01-03,11.1
6638,2018-01-04,12.4
6639,2018-01-05,10.9
6640,2018-01-06,10.5
6641,2018-01-07,11.7
6642,2018-01-08,11.4
6643,2018-01-09,10.5
6644,2018-01-10,9.43
6645,2018-01-11,8.93
6646,2018-01-12,8.48
6647,2018-01-13,7.91
6648,2018-01-14,7.61
6649,2018-01-15,6.49
6650,2018-01-16,5.63
6651,2018-01-17,4.35
6652,2018-01-18,3.99
6653,2018-01-19,3.92
6654,2018-01-20,3.68
6655,2018-01-21,3.51
6656,2018-01-22,3.38
6657,2018-01-23,3.46
6658,2018-01-24,3.11
6659,2018-01-25,3.08
6660,2018-01-26,3.25
6661,2018-01-27,3.9
6662,2018-01-28,3.66
6663,2018-01-29,4.58
6664,2018-01-30,7.35
6665,2018-01-31,7.59
6666,2018-02-01,7.35
6667,2018-02-02,7.67
6668,2018-02-03,7.51
6669,2018-02-04,7.51
6670,2018-02-05,6.03
6671,2018-02-06,4.06
6672,2018-02-07,3.71
6673,2018-02-08,3.53
6674,2018-02-09,3.11
6675,2018-02-10,2.61
6676,2018-02-11,2.71
6677,2018-02-12,2.57
6678,2018-02-13,1.99
6679,2018-02-14,1.59
6680,2018-02-15,1.4
6681,2018-02-16,1.33
6682,2018-02-17,1.29
6683,2018-02-18,1.28
6684,2018-02-19,1.27
6685,2018-02-20,1.25
6686,2018-02-21,1.23
6687,2018-02-22,1.19
6688,2018-02-23,1.18
6689,2018-02-24,1.19
6690,2018-02-25,1.37
6691,2018-02-26,1.34
6692,2018-02-27,1.26
6693,2018-02-28,1.21
6694,2018-03-01,1.25
6695,2018-03-02,1.22
6696,2018-03-03,1.18
6697,2018-03-04,1.11
6698,2018-03-05,1.06
6699,2018-03-06,1.1
6700,2018-03-07,1.03
6701,2018-03-08,0.97
6702,2018-03-09,0.93
6703,2018-03-10,0.95
6704,2018-03-11,0.98
6705,2018-03-12,1.09
6706,2018-03-13,1.01
6707,2018-03-14,0.89
6708,2018-03-15,0.83
6709,2018-03-16,0.93
6710,2018-03-17,1.08
6711,2018-03-18,1.03
6712,2018-03-19,1.0
6713,2018-03-20,0.99
6714,2018-03-21,0.98
6715,2018-03-22,0.98
6716,2018-03-23,1.03
6717,2018-03-24,1.06
6718,2018-03-25,1.12
6719,2018-03-26,1.19
6720,2018-03-27,1.25
6721,2018-03-28,1.27
6722,2018-03-29,1.36
6723,2018-03-30,1.35
6724,2018-03-31,1.34
6725,2018-04-01,1.32
6726,2018-04-02,1.3
6727,2018-04-03,1.45
6728,2018-04-04,1.58
6729,2018-04-05,1.48
6730,2018-04-06,1.43
6731,2018-04-07,1.41
6732,2018-04-08,1.41
6733,2018-04-09,1.29
6734,2018-04-10,1.19
6735,2018-04-11,1.09
6736,2018-04-12,1.01
6737,2018-04-13,1.05
6738,2018-04-14,1.19
6739,2018-04-15,1.03
6740,2018-04-16,2.73
6741,2018-04-17,3.97
6742,2018-04-18,2.63
6743,2018-04-19,1.32
6744,2018-04-20,1.28
6745,2018-04-21,1.28
6746,2018-04-22,1.23
6747,2018-04-23,1.58
6748,2018-04-24,1.47
6749,2018-04-25,1.28
6750,2018-04-26,1.27
6751,2018-04-27,1.28
6752,2018-04-28,1.17
6753,2018-04-29,1.1
6754,2018-04-30,1.05
6755,2018-05-01,0.97
6756,2018-05-02,0.91
6757,2018-05-03,1.57
6758,2018-05-04,0.65
6759,2018-05-05,0.58
6760,2018-05-06,0.53
6761,2018-05-07,0.49
6762,2018-05-08,0.43
6763,2018-05-09,0.41
6764,2018-05-10,0.41
6765,2018-05-11,0.38
6766,2018-05-12,0.38
6767,2018-05-13,0.37
6768,2018-05-14,0.36
6769,2018-05-15,0.38
6770,2018-05-16,0.49
6771,2018-05-17,0.4
6772,2018-05-18,0.38
6773,2018-05-19,0.37
6774,2018-05-20,0.36
6775,2018-05-21,0.35
6776,2018-05-22,0.35
6777,2018-05-23,0.34
6778,2018-05-24,0.35
6779,2018-05-25,0.33
6780,2018-05-26,0.33
6781,2018-05-27,0.34
6782,2018-05-28,0.33
6783,2018-05-29,0.33
6784,2018-05-30,0.35
6785,2018-05-31,0.35
6786,2018-06-01,0.79
6787,2018-06-02,0.44
6788,2018-06-03,0.37
6789,2018-06-04,0.35
6790,2018-06-05,0.36
6791,2018-06-06,0.36
6792,2018-06-07,0.35
6793,2018-06-08,0.34
6794,2018-06-09,0.9
6795,2018-06-10,0.5
6796,2018-06-11,0.39
6797,2018-06-12,0.34
6798,2018-06-13,0.32
6799,2018-06-14,0.32
6800,2018-06-15,0.3
6801,2018-06-16,0.3
6802,2018-06-17,0.3
6803,2018-06-18,0.3
6804,2018-06-19,0.28
6805,2018-06-20,0.27
6806,2018-06-21,0.28
6807,2018-06-22,0.31
6808,2018-06-23,0.36
6809,2018-06-24,0.33
6810,2018-06-25,0.3
6811,2018-06-26,0.27
6812,2018-06-27,0.26
6813,2018-06-28,0.28
6814,2018-06-29,0.27
6815,2018-06-30,0.26
6816,2018-07-01,0.25
6817,2018-07-02,0.25
6818,2018-07-03,0.24
6819,2018-07-04,0.24
6820,2018-07-05,0.24
6821,2018-07-06,0.24
6822,2018-07-07,0.24
6823,2018-07-08,0.23
6824,2018-07-09,0.24
6825,2018-07-10,0.43
6826,2018-07-11,0.29
6827,2018-07-12,0.41
6828,2018-07-13,0.32
6829,2018-07-14,0.27
6830,2018-07-15,0.26
6831,2018-07-16,0.25
6832,2018-07-17,0.23
6833,2018-07-18,0.22
6834,2018-07-19,0.22
6835,2018-07-20,0.22
6836,2018-07-21,0.23
6837,2018-07-22,0.23
6838,2018-07-23,0.23
6839,2018-07-24,0.23
6840,2018-07-25,0.23
6841,2018-07-26,0.23
6842,2018-07-27,0.23
6843,2018-07-28,0.29
6844,2018-07-29,0.29
6845,2018-07-30,0.25
6846,2018-07-31,0.25
6847,2018-08-01,0.21
6848,2018-08-02,2.69
6849,2018-08-03,0.37
6850,2018-08-04,0.26
6851,2018-08-05,0.32
6852,2018-08-06,0.25
6853,2018-08-07,0.24
6854,2018-08-08,1.31
6855,2018-08-09,0.33
6856,2018-08-10,0.32
6857,2018-08-11,0.33
6858,2018-08-12,0.31
6859,2018-08-13,0.31
6860,2018-08-14,0.31
6861,2018-08-15,0.24
6862,2018-08-16,0.24
6863,2018-08-17,0.24
6864,2018-08-18,0.5
6865,2018-08-19,0.34
6866,2018-08-20,0.26
6867,2018-08-21,0.25
6868,2018-08-22,0.24
6869,2018-08-23,0.24
6870,2018-08-24,0.23
6871,2018-08-25,0.23
6872,2018-08-26,0.22
6873,2018-08-27,0.22
6874,2018-08-28,0.22
6875,2018-08-29,0.22
6876,2018-08-30,0.37
6877,2018-08-31,0.26
6878,2018-09-01,0.24
6879,2018-09-02,0.3
6880,2018-09-03,0.26
6881,2018-09-04,0.24
6882,2018-09-05,0.24
6883,2018-09-06,0.23
6884,2018-09-07,0.27
6885,2018-09-08,0.24
6886,2018-09-09,0.24
6887,2018-09-10,0.22
6888,2018-09-11,0.23
6889,2018-09-12,0.22
6890,2018-09-13,0.29
6891,2018-09-14,0.25
6892,2018-09-15,0.23
6893,2018-09-16,0.22
6894,2018-09-17,0.26
6895,2018-09-18,0.26
6896,2018-09-19,0.22
6897,2018-09-20,0.22
6898,2018-09-21,0.22
6899,2018-09-22,0.23
6900,2018-09-23,0.7
6901,2018-09-24,0.47
6902,2018-09-25,0.26
6903,2018-09-26,0.25
6904,2018-09-27,0.25
6905,2018-09-28,0.24
6906,2018-09-29,0.24
6907,2018-09-30,0.24
6908,2018-10-01,0.24
6909,2018-10-02,0.24
6910,2018-10-03,0.24
6911,2018-10-04,0.24
6912,2018-10-05,0.24
6913,2018-10-06,0.24
6914,2018-10-07,0.23
6915,2018-10-08,0.26
6916,2018-10-09,0.24
6917,2018-10-10,0.23
6918,2018-10-11,0.23
6919,2018-10-12,0.23
6920,2018-10-13,0.22
6921,2018-10-14,0.22
6922,2018-10-15,0.22
6923,2018-10-16,0.25
6924,2018-10-17,0.25
6925,2018-10-18,0.26
6926,2018-10-19,0.26
6927,2018-10-20,0.26
6928,2018-10-21,0.26
6929,2018-10-22,0.26
6930,2018-10-23,0.28
6931,2018-10-24,0.96
6932,2018-10-25,0.44
6933,2018-10-26,0.32
6934,2018-10-27,0.33
6935,2018-10-28,0.66
6936,2018-10-29,0.7
6937,2018-10-30,0.44
6938,2018-10-31,0.37
6939,2018-11-01,0.34
6940,2018-11-02,0.34
6941,2018-11-03,0.31
6942,2018-11-04,0.3
6943,2018-11-05,0.3
6944,2018-11-06,0.3
6945,2018-11-07,0.3
6946,2018-11-08,0.3
6947,2018-11-09,0.3
6948,2018-11-10,0.29
6949,2018-11-11,0.28
6950,2018-11-12,0.28
6951,2018-11-13,0.3
6952,2018-11-14,0.33
6953,2018-11-15,0.43
6954,2018-11-16,0.51
6955,2018-11-17,0.41
6956,2018-11-18,0.35
6957,2018-11-19,0.39
6958,2018-11-20,0.36
6959,2018-11-21,0.33
6960,2018-11-22,0.32
6961,2018-11-23,0.31
6962,2018-11-24,0.3
6963,2018-11-25,0.3
6964,2018-11-26,0.3
6965,2018-11-27,0.3
6966,2018-11-28,0.28
6967,2018-11-29,0.33
6968,2018-11-30,0.38
6969,2018-12-01,0.45
6970,2018-12-02,0.36
6971,2018-12-03,0.42
6972,2018-12-04,0.39
6973,2018-12-05,0.5
6974,2018-12-06,0.57
6975,2018-12-07,0.56
6976,2018-12-08,0.4
6977,2018-12-09,0.4
6978,2018-12-10,0.45
6979,2018-12-11,0.72
6980,2018-12-12,0.97
6981,2018-12-13,0.62
6982,2018-12-14,0.49
6983,2018-12-15,0.44
6984,2018-12-16,0.42
6985,2018-12-17,0.4
6986,2018-12-18,0.36
6987,2018-12-19,0.35
6988,2018-12-20,0.4
6989,2018-12-21,0.44
6990,2018-12-22,0.85
6991,2018-12-23,0.97
6992,2018-12-24,2.2
6993,2018-12-25,2.28
6994,2018-12-26,2.02
6995,2018-12-27,1.85
6996,2018-12-28,1.63
6997,2018-12-29,1.63
6998,2018-12-30,1.92
6999,2018-12-31,2.1
7000,2019-01-01,2.53
7001,2019-01-02,2.65
7002,2019-01-03,5.33
7003,2019-01-04,4.05
7004,2019-01-05,4.83
7005,2019-01-06,5.83
7006,2019-01-07,5.36
7007,2019-01-08,7.75
7008,2019-01-09,11.6
7009,2019-01-10,12.6
7010,2019-01-11,11.4
7011,2019-01-12,9.89
7012,2019-01-13,14.9
7013,2019-01-14,23.1
7014,2019-01-15,18.5
7015,2019-01-16,17.4
7016,2019-01-17,15.9
7017,2019-01-18,11.6
7018,2019-01-19,7.8
7019,2019-01-20,6.8
7020,2019-01-21,5.92
7021,2019-01-22,5.54
7022,2019-01-23,5.21
7023,2019-01-24,4.53
7024,2019-01-25,3.81
7025,2019-01-26,4.1
7026,2019-01-27,4.45
7027,2019-01-28,4.26
7028,2019-01-29,3.95
7029,2019-01-30,3.72
7030,2019-01-31,3.4
7031,2019-02-01,3.05
7032,2019-02-02,3.22
7033,2019-02-03,3.42
7034,2019-02-04,3.16
7035,2019-02-05,2.91
7036,2019-02-06,2.86
7037,2019-02-07,2.9
7038,2019-02-08,3.19
7039,2019-02-09,4.82
7040,2019-02-10,8.75
7041,2019-02-11,10.1
7042,2019-02-12,8.05
7043,2019-02-13,7.45
7044,2019-02-14,7.0
7045,2019-02-15,6.58
7046,2019-02-16,6.24
7047,2019-02-17,5.94
7048,2019-02-18,5.71
7049,2019-02-19,5.55
7050,2019-02-20,5.4
7051,2019-02-21,5.22
7052,2019-02-22,6.67
7053,2019-02-23,7.15
7054,2019-02-24,6.9
7055,2019-02-25,6.73
7056,2019-02-26,6.75
7057,2019-02-27,6.83
7058,2019-02-28,5.8
7059,2019-03-01,5.05
7060,2019-03-02,4.87
7061,2019-03-03,4.79
7062,2019-03-04,5.63
7063,2019-03-05,6.61
7064,2019-03-06,6.51
7065,2019-03-07,5.46
7066,2019-03-08,4.9
7067,2019-03-09,5.0
7068,2019-03-10,4.74
7069,2019-03-11,5.34
7070,2019-03-12,5.37
7071,2019-03-13,5.07
7072,2019-03-14,4.83
7073,2019-03-15,5.49
7074,2019-03-16,5.88
7075,2019-03-17,5.82
7076,2019-03-18,7.75
7077,2019-03-19,9.83
7078,2019-03-20,6.1
7079,2019-03-21,6.17
7080,2019-03-22,7.66
7081,2019-03-23,7.65
7082,2019-03-24,7.69
7083,2019-03-25,7.5
7084,2019-03-26,7.16
7085,2019-03-27,6.83
7086,2019-03-28,6.58
7087,2019-03-29,6.52
7088,2019-03-30,6.47
7089,2019-03-31,6.33
7090,2019-04-01,6.26
7091,2019-04-02,5.91
7092,2019-04-03,5.6
7093,2019-04-04,5.63
7094,2019-04-05,5.43
7095,2019-04-06,5.31
7096,2019-04-07,5.29
7097,2019-04-08,5.19
7098,2019-04-09,4.34
7099,2019-04-10,2.85
7100,2019-04-11,2.64
7101,2019-04-12,2.25
7102,2019-04-13,1.83
7103,2019-04-14,1.87
7104,2019-04-15,1.55
7105,2019-04-16,1.17
7106,2019-04-17,1.12
7107,2019-04-18,1.09
7108,2019-04-19,1.07
7109,2019-04-20,1.0
7110,2019-04-21,1.0
7111,2019-04-22,0.98
7112,2019-04-23,0.86
7113,2019-04-24,0.6
7114,2019-04-25,0.58
7115,2019-04-26,0.97
7116,2019-04-27,1.65
7117,2019-04-28,1.09
7118,2019-04-29,1.82
7119,2019-04-30,1.49
7120,2019-05-01,1.39
7121,2019-05-02,1.3
7122,2019-05-03,1.22
7123,2019-05-04,1.5
7124,2019-05-05,1.32
7125,2019-05-06,1.19
7126,2019-05-07,1.11
7127,2019-05-08,1.02
7128,2019-05-09,1.03
7129,2019-05-10,1.0
7130,2019-05-11,1.27
7131,2019-05-12,1.81
7132,2019-05-13,1.27
7133,2019-05-14,1.34
7134,2019-05-15,1.24
7135,2019-05-16,1.63
7136,2019-05-17,1.61
7137,2019-05-18,1.47
7138,2019-05-19,1.38
7139,2019-05-20,2.06
7140,2019-05-21,1.73
7141,2019-05-22,1.44
7142,2019-05-23,1.35
7143,2019-05-24,1.23
7144,2019-05-25,1.15
7145,2019-05-26,1.09
7146,2019-05-27,1.07
7147,2019-05-28,1.37
7148,2019-05-29,1.89
7149,2019-05-30,1.62
7150,2019-05-31,1.43
7151,2019-06-01,1.36
7152,2019-06-02,1.28
7153,2019-06-03,1.13
7154,2019-06-04,0.93
7155,2019-06-05,0.92
7156,2019-06-06,2.43
